2P%,2PA,3P%,3PA,AGE,APG,AST%,BPG,DRTG,EFG%,FG%,FT%,FTA,GM,GP,GS,MIN%,MPG,ORTG,PLAYER,POS,PPG,PTS,RBD,RPG,SPG,TEAM,TOR,TRB%,TS%,USG%,VI,YEAR
0.444,9.0,0.0,0.0,25,0.3,3.0,0.5,,,,0.0,0.0,,4,,27.8,13.4,,Ekpe Udoh,C,2.0,,,1.5,0.5,Mil,0.0,6.9,0.444,7.9,2.9,2013
0.667,21.0,0.111,9.0,23,3.0,32.6,0.5,,,,0.667,12.0,,6,,33.3,16.0,,Eric Bledsoe,PG,6.5,,,2.5,0.33,Lac,0.124,10.0,0.553,20.4,9.1,2013
0.444,36.0,0.4,10.0,25,1.8,11.5,0.25,,,,1.0,2.0,,4,,60.8,29.2,,Ersan Ilyasova,PF,11.5,,,7.3,1.25,Mil,0.113,15.2,0.491,21.3,7.3,2013
0.667,9.0,0.0,8.0,20,1.0,11.5,0.0,,,,0.875,8.0,,4,,27.5,13.2,,Evan Fournier,SG,4.8,,,0.0,0.5,Den,0.226,0.0,0.463,21.5,0.0,2013
0.462,13.0,0.0,0.0,23,0.2,2.0,0.58,,,,0.571,21.0,,12,,22.4,11.0,,Festus Ezeli,C,2.0,,,2.5,0.25,Gol,0.35,12.7,0.54,11.5,3.6,2013
0.385,13.0,0.459,37.0,31,1.5,9.5,1.0,,,,0.6,5.0,,6,,56.7,27.2,,Francisco Garcia,SF,10.7,,,3.3,0.67,Hou,0.071,6.8,0.613,15.1,5.5,2013
0.42,69.0,0.354,65.0,28,0.8,6.3,0.05,,,,1.0,16.0,,20,,38.3,19.0,,Gary Neal,PG,7.2,,,2.3,0.15,San,0.084,6.8,0.507,19.2,5.0,2013
0.438,112.0,0.358,95.0,26,4.3,20.7,0.22,,,,0.829,76.0,,18,,78.4,37.8,,George Hill,PG,14.6,,,3.7,1.28,Ind,0.143,5.7,0.547,19.2,6.5,2013
0.588,17.0,0.333,33.0,27,0.3,6.3,0.11,,,,1.0,2.0,,9,,23.7,11.5,,Gerald Green,SG,6.1,,,1.3,0.0,Ind,0.105,6.8,0.54,25.7,4.6,2013
0.526,38.0,0.379,29.0,30,2.4,11.5,0.71,,,,0.55,20.0,,7,,68.9,34.6,,Gerald Wallace,SF,12.0,,,4.0,1.14,Bro,0.106,6.9,0.554,16.5,5.6,2013
0.5,4.0,0.0,0.0,40,2.0,15.7,0.0,,,,0.0,0.0,,1,,41.8,20.1,,Grant Hill,SF,4.0,,,4.0,0.0,Lac,0.2,12.7,0.5,12.1,6.3,2013
0.667,9.0,0.0,0.0,22,0.0,0.0,0.4,,,,0.5,12.0,,5,,24.4,11.7,,Greg Smith,C,3.6,,,2.6,0.4,Hou,0.219,12.4,0.63,13.7,0.0,2013
0.482,110.0,0.365,52.0,20,1.3,5.2,0.42,,,,0.857,35.0,,12,,77.5,38.2,,Harrison Barnes,SF,16.1,,,6.4,0.58,Gol,0.083,9.4,0.544,18.8,5.4,2013
0.397,58.0,0.429,42.0,22,1.3,8.5,0.25,,,,0.857,14.0,,12,,57.6,27.9,,Iman Shumpert,PG,9.3,,,6.0,1.08,Nyk,0.117,12.8,0.528,17.3,6.0,2013
0.462,26.0,0.0,0.0,28,0.5,4.9,0.5,,,,0.667,18.0,,6,,37.1,17.8,,Ivan Johnson,C,6.0,,,3.3,0.67,Atl,0.15,10.2,0.531,17.7,4.8,2013
0.538,13.0,0.333,12.0,28,1.3,13.8,0.0,,,,1.0,3.0,,4,,35.6,17.1,,J.J. Redick,SG,7.3,,,0.8,0.25,Mil,0.186,2.7,0.551,22.3,4.6,2013
0.371,97.0,0.273,66.0,27,1.4,8.1,0.45,,,,0.721,43.0,,11,,65.4,31.7,,J.R. Smith,SG,14.3,,,4.7,1.0,Nyk,0.099,8.8,0.432,27.9,5.7,2013
0.45,40.0,0.273,22.0,32,1.7,10.7,0.17,,,,1.0,11.0,,6,,55.7,26.7,,Jamal Crawford,SG,10.8,,,2.0,0.5,Lac,0.056,4.8,0.486,21.4,5.0,2013
0.423,71.0,0.341,44.0,23,4.5,21.1,0.83,,,,0.803,66.0,,6,,84.0,40.3,,James Harden,SG,26.3,,,6.7,2.0,Hou,0.158,9.2,0.548,31.1,9.2,2013
0.546,130.0,0.292,24.0,29,4.7,21.8,0.33,,,,0.896,48.0,,12,,71.7,35.3,,Jarrett Jack,PG,17.2,,,4.4,0.92,Gol,0.178,7.0,0.588,22.4,8.0,2013
0.0,8.0,0.176,17.0,39,2.1,15.2,0.33,,,,1.0,2.0,,12,,42.1,20.4,,Jason Kidd,PG,0.9,,,3.5,1.0,Nyk,0.334,10.2,0.213,7.7,3.7,2013
0.45,20.0,0.441,34.0,35,2.0,14.0,0.33,,,,0.818,11.0,,6,,64.1,31.3,,Jason Terry,SG,12.0,,,2.2,0.67,Bos,0.078,4.2,0.612,17.3,4.8,2013
0.581,31.0,0.0,0.0,25,0.0,0.0,1.0,,,,0.389,18.0,,6,,38.5,18.5,,JaVale McGee,C,7.2,,,5.2,0.67,Den,0.22,16.4,0.552,19.3,0.0,2013
0.429,63.0,0.455,22.0,26,2.3,12.4,0.67,,,,0.844,45.0,,6,,87.5,42.7,,Jeff Green,SF,20.3,,,5.3,0.33,Bos,0.153,7.5,0.582,24.6,5.9,2013
0.338,71.0,0.3,10.0,24,5.0,25.6,0.33,,,,0.821,28.0,,6,,73.7,35.4,,Jeff Teague,PG,13.3,,,2.8,1.5,Atl,0.13,4.4,0.429,24.0,6.5,2013
0.333,12.0,0.167,12.0,24,2.0,15.0,0.25,,,,1.0,2.0,,4,,43.3,20.8,,Jeremy Lin,PG,4.0,,,2.0,0.5,Hou,0.243,5.4,0.322,17.4,4.8,2013
0.417,72.0,0.291,55.0,24,2.1,19.0,0.36,,,,0.885,26.0,,14,,42.6,20.9,,Jerryd Bayless,PG,9.4,,,2.1,0.43,Mem,0.098,5.9,0.473,24.6,6.6,2013
0.449,78.0,0.405,37.0,23,2.7,10.8,0.5,,,,0.818,55.0,,12,,82.7,40.7,,Jimmy Butler,SF,13.3,,,5.2,1.25,Chi,0.103,7.8,0.575,15.0,5.6,2013
0.437,119.0,0.0,0.0,27,2.3,11.8,2.17,,,,0.641,39.0,,12,,68.8,33.9,,Joakim Noah,C,10.8,,,9.6,0.83,Chi,0.15,17.3,0.474,18.6,7.3,2013
0.5,2.0,0.0,2.0,25,0.0,0.0,0.0,,,,1.0,2.0,,1,,40.3,19.3,,Jodie Meeks,SG,4.0,,,2.0,1.0,Lal,0.291,6.0,0.41,16.7,0.0,2013
0.516,64.0,0.256,39.0,31,2.7,12.2,0.0,,,,0.889,9.0,,7,,76.8,38.5,,Joe Johnson,SG,14.9,,,3.1,1.14,Bro,0.101,4.9,0.486,20.8,5.2,2013
0.519,27.0,0.0,0.0,27,0.7,7.4,0.67,,,,0.5,2.0,,6,,34.8,16.7,,Johan Petro,C,4.8,,,3.7,0.17,Atl,0.097,12.0,0.52,14.6,5.5,2013
0.364,11.0,0.25,12.0,24,0.0,0.0,0.0,,,,0.5,2.0,,5,,23.6,11.6,,Jordan Crawford,SG,3.6,,,0.6,0.4,Bos,0.112,3.1,0.377,23.7,0.0,2013
0.5,10.0,0.0,0.0,25,0.3,6.0,0.67,,,,0.0,0.0,,3,,20.9,10.0,,Jordan Hill,C,3.3,,,3.7,0.0,Lal,0.0,21.4,0.5,15.6,6.2,2013
0.486,70.0,0.25,20.0,27,3.5,22.0,0.5,,,,0.528,36.0,,6,,68.7,33.0,,Josh Smith,PF,17.0,,,7.5,1.83,Atl,0.131,12.5,0.482,29.3,9.3,2013
0.599,147.0,0.386,57.0,21,1.1,4.6,0.55,,,,0.633,49.0,,20,,74.1,36.7,,Kawhi Leonard,SF,13.7,,,9.2,1.6,San,0.089,14.3,0.605,15.9,5.6,2013
0.0,0.0,0.0,1.0,32,1.0,12.3,0.0,,,,0.0,0.0,,2,,19.9,11.1,,Keith Bogans,SG,0.0,,,1.0,0.0,Bro,0.5,5.4,0.0,4.3,0.0,2013
0.278,36.0,0.0,1.0,28,0.6,5.0,0.45,,,,1.0,4.0,,11,,38.9,18.9,,Kendrick Perkins,C,2.2,,,3.7,0.73,Okc,0.382,11.1,0.31,13.9,3.6,2013
0.625,32.0,0.0,0.0,23,0.2,1.1,0.2,,,,0.733,15.0,,5,,60.0,28.8,,Kenneth Faried,PF,10.2,,,8.4,1.0,Den,0.115,17.1,0.661,12.9,3.6,2013
0.58,50.0,0.0,0.0,35,0.9,7.7,1.42,,,,0.55,20.0,,12,,43.1,20.9,,Kenyon Martin,PF,5.8,,,4.5,0.75,Nyk,0.12,12.8,0.587,12.8,5.5,2013
0.511,176.0,0.314,70.0,24,6.3,29.4,1.09,,,,0.83,112.0,,11,,90.6,43.9,,Kevin Durant,SF,30.8,,,9.0,1.27,Okc,0.127,11.5,0.574,32.1,11.0,2013
0.517,58.0,0.0,2.0,36,3.5,22.6,1.0,,,,0.941,17.0,,6,,72.0,35.1,,Kevin Garnett,C,12.7,,,13.7,0.83,Bos,0.22,23.4,0.563,20.9,9.7,2013
0.386,83.0,0.37,46.0,29,1.2,7.2,0.27,,,,0.907,43.0,,11,,60.1,29.1,,Kevin Martin,SG,14.0,,,3.1,0.64,Okc,0.069,6.0,0.521,22.7,5.1,2013
0.462,26.0,0.364,11.0,32,5.8,23.3,0.25,,,,0.643,14.0,,4,,77.9,40.3,,Kirk Hinrich,PG,11.3,,,2.8,2.0,Chi,0.156,4.2,0.521,15.0,5.6,2013
0.443,115.0,0.424,59.0,22,1.8,7.0,0.58,,,,0.833,6.0,,12,,83.4,41.1,,Klay Thompson,SG,15.2,,,4.6,1.0,Gol,0.12,6.3,0.515,18.1,4.9,2013
0.333,18.0,1.0,1.0,23,0.5,4.3,0.67,,,,0.833,6.0,,6,,34.4,16.5,,Kosta Koufos,C,3.3,,,3.5,0.5,Den,0.085,12.4,0.462,10.2,4.3,2013
0.452,31.0,0.0,0.0,27,0.1,2.2,0.43,,,,0.429,7.0,,7,,23.1,11.6,,Kris Humphries,PF,4.4,,,3.3,0.14,Bro,0.055,17.0,0.455,20.9,3.9,2013
0.467,15.0,0.353,34.0,31,0.7,3.9,0.67,,,,0.917,12.0,,6,,61.4,29.5,,Kyle Korver,SF,10.2,,,3.3,0.33,Atl,0.1,6.2,0.562,16.2,3.9,2013
0.375,16.0,0.357,14.0,33,1.8,16.4,0.83,,,,0.5,6.0,,6,,36.9,17.7,,Lamar Odom,SF,5.0,,,3.8,0.83,Lac,0.235,13.8,0.46,19.4,7.3,2013
0.486,105.0,0.281,64.0,22,3.3,16.7,0.11,,,,0.622,37.0,,19,,72.9,35.2,,Lance Stephenson,PG,9.4,,,7.6,1.21,Ind,0.163,12.7,0.483,15.4,7.0,2013
0.576,33.0,0.0,0.0,24,1.3,8.5,1.25,,,,0.455,11.0,,4,,58.4,28.0,,Larry Sanders,PF,10.8,,,8.3,0.75,Mil,0.241,18.0,0.568,20.9,7.0,2013
0.524,336.0,0.375,96.0,28,6.6,30.7,0.78,,,,0.777,175.0,,23,,85.8,41.6,,LeBron James,SF,25.9,,,8.4,1.78,Mia,0.121,12.5,0.585,29.4,10.8,2013
0.526,19.0,0.0,4.0,26,1.8,8.4,0.0,,,,0.722,18.0,,4,,70.3,33.7,,Luc Mbah a Moute,PF,8.3,,,3.5,1.0,Mil,0.139,6.4,0.534,12.5,4.4,2013
0.47,66.0,0.056,18.0,27,3.8,15.0,0.6,,,,0.4,10.0,,5,,87.5,44.6,,Luol Deng,SF,13.8,,,7.6,1.0,Chi,0.12,10.4,0.39,21.3,6.6,2013
0.5,94.0,0.312,93.0,35,5.0,29.8,0.3,,,,0.733,75.0,,20,,53.7,26.6,,Manu Ginobili,SG,11.8,,,3.6,1.2,San,0.182,7.7,0.536,23.9,9.0,2013
0.456,193.0,0.0,0.0,28,3.1,14.0,2.07,,,,0.81,84.0,,14,,82.3,40.4,,Marc Gasol,C,17.4,,,8.7,0.93,Mem,0.057,12.9,0.531,20.2,7.7,2013
0.467,60.0,0.34,47.0,26,2.6,16.7,0.0,,,,0.879,33.0,,12,,54.6,26.9,,Marco Belinelli,SG,11.1,,,2.9,0.42,Chi,0.11,6.6,0.547,20.0,6.5,2013
0.452,115.0,0.353,68.0,26,3.1,17.7,0.04,,,,0.755,53.0,,23,,58.0,28.1,,Mario Chalmers,PG,9.4,,,2.3,0.91,Mia,0.156,5.1,0.523,18.3,5.8,2013
0.667,9.0,0.0,2.0,32,1.3,23.9,0.0,,,,0.0,0.0,,3,,22.8,10.9,,Marquis Daniels,SG,4.0,,,1.3,0.33,Mil,0.083,7.5,0.545,17.2,6.9,2013
0.63,27.0,0.412,17.0,32,0.5,3.2,0.33,,,,0.842,19.0,,6,,55.8,26.8,,Matt Barnes,SF,11.8,,,5.0,0.67,Lac,0.087,12.0,0.678,17.3,4.6,2013
0.462,26.0,0.517,29.0,32,0.3,3.0,0.26,,,,0.833,12.0,,19,,26.9,13.3,,Matt Bonner,C,4.2,,,1.9,0.26,San,0.032,8.1,0.655,11.6,4.0,2013
0.357,14.0,0.143,14.0,33,1.7,9.4,0.33,,,,1.0,2.0,,3,,58.2,28.0,,Metta World Peace,SF,6.0,,,3.7,0.67,Lal,0.094,7.7,0.312,17.8,4.8,2013
0.433,141.0,0.29,62.0,25,7.1,34.0,0.36,,,,0.769,91.0,,14,,78.0,38.3,,Mike Conley,PG,17.6,,,4.6,1.86,Mem,0.113,7.1,0.506,24.0,8.7,2013
0.714,14.0,0.438,16.0,32,2.0,17.4,0.0,,,,0.889,9.0,,4,,47.3,22.7,,Mike Dunleavy,SF,12.3,,,4.0,0.5,Mil,0.081,10.8,0.721,19.2,8.1,2013
0.556,9.0,0.444,36.0,32,0.9,10.1,0.12,,,,0.0,0.0,,17,,27.7,13.5,,Mike Miller,SG,3.4,,,1.9,0.47,Mia,0.1,8.9,0.644,10.6,5.3,2013
0.583,36.0,0.158,19.0,27,5.5,27.3,0.25,,,,0.375,16.0,,4,,78.7,37.8,,Monta Ellis,SG,14.3,,,3.3,2.5,Mil,0.184,5.3,0.459,23.7,6.8,2013
0.5,98.0,0.338,65.0,28,4.4,24.6,0.17,,,,0.756,41.0,,12,,68.1,33.5,,Nate Robinson,PG,16.3,,,2.7,1.0,Chi,0.15,4.9,0.539,25.0,6.9,2013
0.468,47.0,0.0,0.0,32,1.1,11.5,1.0,,,,0.917,12.0,,11,,33.0,16.0,,Nick Collison,PF,5.0,,,4.6,0.45,Okc,0.161,16.3,0.526,16.2,7.3,2013
0.457,70.0,0.531,32.0,24,2.0,16.4,0.1,,,,0.737,19.0,,21,,40.6,19.7,,Norris Cole,PG,6.1,,,1.9,0.71,Mia,0.172,5.8,0.584,15.6,5.8,2013
0.564,39.0,0.0,0.0,26,0.5,2.4,1.67,,,,0.638,47.0,,6,,71.5,34.3,,Omer Asik,C,12.3,,,11.2,0.5,Hou,0.167,18.2,0.62,15.3,4.8,2013
0.308,13.0,0.433,30.0,35,3.1,24.4,0.09,,,,0.5,4.0,,11,,42.7,20.7,,Pablo Prigioni,PG,4.5,,,1.5,1.27,Nyk,0.118,4.4,0.547,10.8,5.3,2013
0.488,41.0,0.333,24.0,24,2.8,14.9,0.67,,,,1.0,7.0,,6,,69.0,33.1,,Patrick Beverley,PG,11.8,,,5.5,1.17,Hou,0.081,9.3,0.521,16.4,6.8,2013
0.481,52.0,0.0,0.0,32,6.3,31.7,0.75,,,,0.545,11.0,,4,,75.3,36.1,,Pau Gasol,PF,14.0,,,11.5,0.5,Lal,0.186,18.6,0.493,22.6,11.1,2013
0.491,173.0,0.327,104.0,22,5.1,24.1,0.47,,,,0.727,128.0,,19,,84.6,40.8,,Paul George,SG,19.2,,,7.4,1.32,Ind,0.184,10.7,0.548,24.6,8.8,2013
0.431,65.0,0.268,41.0,35,5.3,29.3,0.5,,,,0.897,29.0,,6,,86.7,42.3,,Paul Pierce,SF,19.2,,,5.7,0.83,Bos,0.212,8.0,0.484,30.3,7.9,2013
0.5,36.0,0.447,47.0,24,0.7,5.5,0.14,,,,0.571,21.0,,14,,46.4,22.8,,Quincy Pondexter,SF,7.9,,,2.5,0.64,Mem,0.08,6.5,0.602,14.7,4.2,2013
0.461,76.0,0.406,96.0,37,1.3,8.4,0.13,,,,0.87,54.0,,23,,51.1,24.7,,Ray Allen,SG,10.2,,,2.8,0.52,Mia,0.121,7.0,0.598,19.0,5.4,2013
0.47,134.0,0.321,28.0,28,4.7,23.5,0.42,,,,0.667,24.0,,12,,77.7,37.6,,Raymond Felton,PG,14.1,,,3.4,1.67,Nyk,0.104,5.4,0.49,20.5,6.5,2013
0.478,23.0,0.0,0.0,32,0.9,4.2,0.29,,,,0.556,18.0,,7,,59.1,29.6,,Reggie Evans,C,4.6,,,12.3,1.0,Bro,0.163,24.8,0.517,8.4,5.0,2013
0.579,76.0,0.302,43.0,22,3.7,20.0,0.45,,,,0.897,29.0,,11,,68.5,33.2,,Reggie Jackson,PG,13.9,,,4.9,0.45,Okc,0.137,8.3,0.581,19.2,7.6,2013
0.35,20.0,0.429,7.0,34,1.3,13.3,0.5,,,,0.75,4.0,,4,,32.3,16.7,,Richard Hamilton,SG,6.5,,,0.8,0.25,Chi,0.148,2.7,0.452,23.8,4.5,2013
0.7,10.0,0.0,0.0,30,0.0,0.0,0.6,,,,0.5,4.0,,5,,24.2,11.6,,Ronny Turiaf,C,3.2,,,1.6,0.2,Lac,0.145,8.8,0.68,11.5,0.0,2013
0.511,235.0,0.0,0.0,26,1.4,7.6,1.95,,,,0.806,103.0,,19,,75.3,36.3,,Roy Hibbert,C,17.0,,,9.9,0.21,Ind,0.133,16.0,0.576,21.9,6.8,2013
0.469,32.0,0.222,9.0,24,7.0,44.6,0.0,,,,0.857,14.0,,2,,66.7,33.7,,Russell Westbrook,PG,24.0,,,6.5,3.0,Okc,0.145,10.9,0.509,37.5,12.2,2013
0.437,126.0,0.444,9.0,23,0.7,4.0,3.09,,,,0.792,24.0,,11,,68.3,33.1,,Serge Ibaka,PF,12.8,,,8.4,0.0,Okc,0.046,14.2,0.484,19.2,5.1,2013
0.2,5.0,0.295,88.0,34,0.5,4.6,0.27,,,,0.821,28.0,,22,,36.4,17.6,,Shane Battier,SF,4.7,,,1.7,0.23,Mia,0.045,6.0,0.489,13.8,3.6,2013
0.469,128.0,0.393,107.0,24,8.1,33.6,0.17,,,,0.921,38.0,,12,,83.5,41.1,,Stephen Curry,PG,23.4,,,3.8,1.67,Gol,0.137,5.2,0.558,26.3,8.7,2013
0.375,16.0,0.417,12.0,32,2.5,11.7,1.5,,,,1.0,1.0,,2,,77.8,37.3,,Steve Blake,PG,14.0,,,4.0,2.0,Lal,0.123,6.3,0.492,20.3,5.6,2013
0.5,20.0,0.0,3.0,38,4.5,26.9,0.0,,,,1.0,5.0,,2,,63.0,30.2,,Steve Nash,PG,12.5,,,2.5,0.0,Lal,0.106,4.8,0.496,21.8,6.9,2013
0.484,64.0,0.0,2.0,27,0.3,3.5,0.5,,,,0.727,22.0,,12,,34.5,17.0,,Taj Gibson,PF,6.5,,,3.0,0.33,Chi,0.106,10.8,0.515,19.6,4.2,2013
0.365,96.0,0.294,17.0,32,2.1,11.0,0.36,,,,0.571,21.0,,14,,63.1,31.0,,Tayshaun Prince,SF,6.9,,,3.8,0.57,Mem,0.069,7.3,0.397,14.2,4.9,2013
0.5,8.0,0.0,2.0,21,0.5,4.8,0.5,,,,0.0,3.0,,2,,36.1,17.3,,Terrence Jones,SF,4.0,,,7.5,0.0,Hou,0.081,24.2,0.353,15.7,5.7,2013
0.391,23.0,0.316,38.0,28,2.1,11.9,0.45,,,,0.818,11.0,,11,,55.9,27.1,,Thabo Sefolosha,SG,5.7,,,4.5,1.09,Okc,0.108,9.3,0.478,11.3,5.6,2013
0.547,75.0,0.0,1.0,28,1.1,8.7,0.56,,,,0.781,32.0,,18,,39.5,19.6,,Tiago Splitter,C,5.9,,,3.1,0.78,San,0.203,9.0,0.594,15.1,5.6,2013
0.472,305.0,0.0,1.0,36,2.0,10.0,1.5,,,,0.804,97.0,,20,,70.4,34.9,,Tim Duncan,PF,18.3,,,10.3,0.8,San,0.105,16.9,0.525,26.4,8.3,2013
0.463,108.0,0.25,8.0,31,1.8,11.3,0.36,,,,0.759,58.0,,14,,57.0,28.0,,Tony Allen,SG,10.7,,,5.9,2.0,Mem,0.118,12.6,0.53,19.2,6.9,2013
0.452,314.0,0.333,30.0,30,7.0,34.8,0.15,,,,0.764,106.0,,20,,72.9,36.1,,Tony Parker,PG,19.8,,,3.2,1.25,San,0.111,5.1,0.506,28.8,8.5,2013
0.5,88.0,0.19,21.0,25,8.0,35.9,0.0,,,,0.848,33.0,,6,,81.6,39.1,,Ty Lawson,PG,21.3,,,3.3,1.67,Den,0.095,5.0,0.518,24.8,8.4,2013
0.419,62.0,0.0,0.0,27,0.3,3.8,0.0,,,,0.591,44.0,,19,,25.9,12.5,,Tyler Hansbrough,PF,4.1,,,3.2,0.32,Ind,0.156,15.1,0.479,18.9,5.1,2013
0.538,52.0,0.0,0.0,30,0.3,1.9,1.17,,,,0.75,16.0,,12,,59.8,29.0,,Tyson Chandler,C,5.7,,,7.3,0.67,Nyk,0.157,15.0,0.576,9.7,3.2,2013
0.593,86.0,0.0,0.0,32,0.3,2.9,0.23,,,,0.571,14.0,,22,,33.1,16.0,,Udonis Haslem,PF,5.0,,,3.6,0.68,Mia,0.132,14.0,0.597,14.6,4.4,2013
0.0,0.0,1.0,3.0,32,1.0,23.8,0.0,,,,0.0,0.0,,1,,16.1,10.1,,Vladimir Radmanovic,SF,9.0,,,0.0,2.0,Chi,0.25,0.0,1.5,18.7,0.0,2013
0.383,47.0,0.31,29.0,25,1.3,6.1,0.5,,,,0.75,12.0,,6,,70.8,34.0,,Wilson Chandler,SF,12.0,,,5.5,1.33,Den,0.079,9.5,0.443,18.5,5.2,2013
0.473,201.0,0.0,1.0,31,1.7,9.1,0.43,,,,0.674,86.0,,14,,75.0,36.8,,Zach Randolph,PF,17.7,,,10.1,0.64,Mem,0.108,16.4,0.517,24.4,7.3,2013
0.5,2.0,0.0,0.0,25,0.3,32.0,0.0,,,,0.0,0.0,,4,,3.0,1.5,,A.J. Price,PG,0.5,,,0.5,0.0,Ind,0.0,19.6,0.5,15.6,11.2,2012
0.35,40.0,0.286,35.0,31,0.9,5.7,0.14,,,,0.667,15.0,,7,,48.0,23.0,,Al Harrington,PF,9.7,,,4.3,0.43,Den,0.035,9.4,0.417,23.0,5.8,2012
0.588,34.0,0.0,0.0,25,2.7,16.0,1.33,,,,0.75,8.0,,3,,72.1,35.8,,Al Horford,C,15.3,,,8.3,1.33,Atl,0.242,13.6,0.613,22.1,7.8,2012
0.537,67.0,0.0,1.0,27,2.5,16.8,0.75,,,,0.25,4.0,,4,,73.0,35.0,,Al Jefferson,C,18.3,,,8.5,1.25,Uta,0.067,12.9,0.523,23.1,8.3,2012
0.269,26.0,0.0,2.0,20,0.8,8.4,0.0,,,,0.857,14.0,,4,,32.6,15.7,,Alec Burks,SG,6.5,,,2.8,0.5,Uta,0.081,9.3,0.381,25.7,6.2,2012
0.556,36.0,0.0,0.0,29,0.8,4.4,0.25,,,,0.75,28.0,,4,,72.2,34.7,,Amare Stoudemire,PF,15.3,,,6.5,1.25,Nyk,0.199,11.4,0.631,20.6,5.0,2012
0.382,102.0,0.388,49.0,28,3.7,17.3,0.38,,,,0.589,56.0,,13,,80.5,38.6,,Andre Iguodala,SG,12.9,,,5.7,1.46,Phi,0.098,8.3,0.478,18.5,6.7,2012
0.409,66.0,0.571,7.0,35,6.0,32.8,0.14,,,,0.867,15.0,,7,,59.1,28.4,,Andre Miller,PG,11.3,,,5.6,1.29,Den,0.176,9.9,0.496,21.3,10.2,2012
0.477,153.0,0.0,0.0,24,1.5,7.0,3.08,,,,0.783,69.0,,12,,77.9,37.4,,Andrew Bynum,C,16.7,,,11.1,0.42,Lal,0.08,15.9,0.545,20.1,7.0,2012
0.5,2.0,1.0,1.0,23,0.0,0.0,0.0,,,,0.0,0.0,,4,,4.7,2.2,,Andrew Goudelock,SG,1.3,,,0.3,0.0,Lal,0.0,6.0,0.833,15.2,0.0,2012
0.481,54.0,0.2,20.0,26,2.7,12.4,0.29,,,,0.8,15.0,,7,,68.0,32.6,,Arron Afflalo,SG,10.9,,,3.6,0.71,Den,0.1,5.5,0.471,17.2,5.8,2012
0.435,46.0,0.227,22.0,21,0.8,5.5,0.6,,,,0.667,18.0,,10,,49.8,24.7,,Avery Bradley,SG,6.7,,,2.0,0.8,Bos,0.116,4.8,0.441,17.0,3.6,2012
0.778,9.0,0.286,14.0,32,3.3,25.6,0.0,,,,1.0,5.0,,4,,50.4,24.2,,Baron Davis,PG,7.8,,,0.8,0.0,Nyk,0.34,1.9,0.615,18.7,4.5,2012
0.503,167.0,0.0,1.0,22,2.5,13.9,0.91,,,,0.636,66.0,,11,,73.3,35.5,,Blake Griffin,PF,19.1,,,6.9,1.82,Lac,0.113,12.0,0.533,27.4,7.8,2012
0.5,2.0,1.0,1.0,27,0.7,72.8,0.0,,,,0.0,0.0,,3,,4.8,2.3,,Blake Ahearn,PG,1.7,,,0.0,0.0,Uta,0.0,0.0,0.833,18.7,0.0,2012
0.8,5.0,0.25,4.0,31,0.0,0.0,0.0,,,,0.0,0.0,,4,,15.8,7.8,,Bobby Simmons,SF,2.8,,,0.3,0.0,Lac,0.1,2.0,0.611,15.5,0.0,2012
0.519,52.0,0.5,18.0,29,2.5,14.9,0.29,,,,0.75,8.0,,14,,51.1,24.6,,Boris Diaw,PF,6.2,,,5.2,0.79,San,0.169,12.4,0.592,12.0,7.0,2012
0.463,175.0,0.0,0.0,26,0.8,4.4,0.5,,,,0.922,64.0,,20,,62.1,30.3,,Brandon Bass,PF,11.1,,,5.3,0.7,Bos,0.069,10.3,0.544,17.6,4.8,2012
0.4,5.0,0.0,0.0,24,0.0,0.0,0.25,,,,0.5,2.0,,4,,13.9,6.7,,Brandon Wright,PF,1.3,,,1.3,0.25,Dal,0.338,11.3,0.425,15.3,0.0,2012
0.286,14.0,0.0,0.0,32,0.3,2.8,0.5,,,,0.625,8.0,,4,,31.7,15.2,,Brendan Haywood,C,3.3,,,3.3,0.25,Dal,0.102,12.9,0.371,14.8,3.9,2012
0.0,1.0,1.0,1.0,34,0.0,0.0,0.0,,,,0.0,0.0,,2,,8.7,4.2,,Brian Cardinal,C,1.5,,,1.5,0.0,Dal,0.0,21.6,0.75,11.0,0.0,2012
0.238,42.0,0.25,16.0,27,5.5,32.5,0.0,,,,0.75,16.0,,6,,56.6,27.2,,C.J. Watson,PG,7.3,,,2.2,0.83,Chi,0.097,4.3,0.338,20.6,6.5,2012
0.422,90.0,0.0,0.0,30,3.0,17.4,0.33,,,,0.714,7.0,,6,,69.2,33.2,,Carlos Boozer,PF,13.5,,,9.8,0.83,Chi,0.198,16.1,0.435,27.1,8.9,2012
0.453,106.0,0.222,18.0,27,2.2,14.2,0.2,,,,0.756,41.0,,5,,84.5,40.6,,Carmelo Anthony,SF,27.8,,,8.2,1.2,Nyk,0.09,12.3,0.489,36.4,7.8,2012
0.41,61.0,0.258,31.0,31,1.0,6.4,0.2,,,,0.75,16.0,,10,,54.9,26.6,,Caron Butler,SF,8.6,,,3.0,0.6,Lac,0.139,6.9,0.434,20.8,4.4,2012
0.489,135.0,0.538,13.0,27,0.6,3.3,1.0,,,,0.827,52.0,,14,,64.0,31.2,,Chris Bosh,PF,14.0,,,7.8,0.43,Mia,0.105,15.1,0.574,20.9,5.2,2012
