2P%,2PA,3P%,3PA,AGE,APG,AST%,BPG,DRTG,EFG%,FG%,FT%,FTA,GM,GP,GS,MIN%,MPG,ORTG,PLAYER,POS,PPG,PTS,RBD,RPG,SPG,TEAM,TOR,TRB%,TS%,USG%,VI,YEAR
,,0.0,1.0,25,1.0,,,100.0,0.51,,0.6,55.0,1.0,23,23.0,,24.8,86.9,Kendrick Perkins,C,5.7,,,6.2,,Bos,0.263,,0.545,13.5,5.4,2010
,,0.0,0.0,37,1.6,,,106.2,0.486,,0.8,5.0,0.0,7,7.0,,28.3,103.5,Kurt Thomas,PF,5.4,,,7.9,,Mil,0.177,,0.511,10.8,7.1,2010
,,0.0,1.0,23,2.0,,,106.7,0.25,,0.0,0.0,5.0,1,0.0,,12.0,77.6,Kyle Weaver,SG,2.0,,,2.0,,Okc,0.0,,0.25,15.3,3.6,2010
,,0.5,2.0,24,2.2,,,115.2,0.435,,0.75,44.0,0.0,6,6.0,,37.9,105.3,LaMarcus Aldridge,PF,19.0,,,6.0,,Por,0.089,,0.507,25.5,7.9,2010
,,0.0,0.0,27,0.1,,,110.2,0.528,,0.429,21.0,0.0,16,0.0,,12.0,113.9,Louis Amundson,PF,2.9,,,3.5,,Pho,0.117,,0.519,12.3,1.6,2010
,,0.343,35.0,27,1.3,,,115.1,0.476,,0.708,24.0,0.0,16,0.0,,15.4,93.5,Leandro Barbosa,SG,7.2,,,1.3,,Pho,0.117,,0.506,24.1,3.0,2010
,,0.083,12.0,24,1.4,,,115.1,0.469,,0.731,26.0,0.0,5,5.0,,40.3,111.7,Luol Deng,SF,18.8,,,5.0,,Chi,0.032,,0.514,21.8,6.6,2010
,,0.4,10.0,30,1.5,,,113.6,0.588,,0.571,7.0,0.0,4,0.0,,14.3,112.9,Larry Hughes,SG,6.0,,,3.3,,Cha,0.13,,0.598,20.2,4.1,2010
,,0.4,50.0,25,7.6,,,102.1,0.55,,0.733,120.0,0.0,11,11.0,,41.7,115.1,LeBron James,SF,29.1,,,9.3,,Cle,0.137,,0.607,30.4,14.3,2010
,,0.0,2.0,23,0.7,,,111.1,0.52,,0.6,20.0,0.0,7,7.0,,25.2,110.2,Luc Mbah a Moute,SF,9.1,,,5.6,,Mil,0.106,,0.544,17.6,4.6,2010
,,0.244,41.0,30,2.0,,,106.1,0.495,,0.6,50.0,0.0,23,0.0,,28.8,100.2,Lamar Odom,PF,9.7,,,8.6,,Lal,0.115,,0.514,17.0,7.9,2010
,,0.357,14.0,28,1.9,,,111.0,0.522,,0.833,12.0,0.0,7,0.0,,17.1,107.2,Luke Ridnour,PG,8.1,,,1.9,,Mil,0.166,,0.567,23.8,4.0,2010
,,0.375,32.0,29,1.4,,,99.6,0.48,,0.85,20.0,0.0,14,14.0,,23.1,110.1,Matt Barnes,SF,6.4,,,4.7,,Orl,0.107,,0.531,14.1,5.3,2010
,,0.5,2.0,21,0.6,,,107.9,0.459,,0.778,9.0,0.0,5,5.0,,26.8,87.5,Michael Beasley,PF,10.4,,,5.8,,Mia,0.197,,0.491,23.7,4.5,2010
,,0.412,34.0,31,2.5,,,114.6,0.538,,0.7,10.0,0.0,11,11.0,,26.4,108.1,Mike Bibby,PG,8.5,,,2.5,,Atl,0.124,,0.551,16.1,5.5,2010
,,0.37,27.0,29,0.4,,,111.2,0.545,,1.0,2.0,0.0,10,0.0,,17.2,101.6,Matt Bonner,PF,5.0,,,3.2,,San,0.135,,0.557,13.9,2.8,2010
,,0.0,1.0,35,2.3,,,111.5,0.421,,0.5,6.0,0.0,6,6.0,,29.4,109.2,Marcus Camby,C,5.8,,,10.0,,Por,0.069,,0.431,11.7,8.8,2010
,,0.35,20.0,23,2.6,,,110.8,0.538,,0.846,13.0,0.0,5,0.0,,25.9,102.8,Mario Chalmers,PG,10.8,,,1.8,,Mia,0.208,,0.591,21.4,4.9,2010
,,0.3,10.0,31,0.2,,,111.4,0.338,,0.0,0.0,0.0,11,0.0,,13.3,69.7,Maurice Evans,SG,2.3,,,1.2,,Atl,0.119,,0.338,13.9,1.5,2010
,,0.333,60.0,32,6.0,,,106.0,0.486,,0.866,67.0,0.0,10,10.0,,35.0,108.8,Manu Ginobili,SG,19.4,,,3.7,,San,0.15,,0.572,26.2,9.2,2010
,,0.0,0.0,25,0.6,,,99.8,0.654,,0.727,11.0,0.0,14,0.0,,15.0,149.4,Marcin Gortat,C,3.0,,,4.4,,Orl,0.089,,0.681,7.9,3.4,2010
,,1.0,1.0,30,0.0,,,121.5,1.25,,1.0,2.0,9.0,1,1.0,,11.0,159.7,Mehmet Okur,C,7.0,,,2.0,,Uta,0.258,,1.215,15.7,0.0,2010
,,0.459,61.0,27,0.7,,,101.6,0.613,,0.667,30.0,0.0,14,0.0,,19.9,121.0,Mickael Pietrus,SG,8.4,,,1.4,,Orl,0.06,,0.633,17.3,2.7,2010
,,0.294,17.0,23,0.7,,,116.0,0.471,,0.556,18.0,0.0,6,0.0,,25.1,105.1,Martell Webster,PG,9.8,,,4.3,,Por,0.048,,0.492,19.7,4.2,2010
,,0.5,2.0,23,0.7,,,114.1,0.399,,0.906,32.0,0.0,11,11.0,,31.2,111.4,Marvin Williams,SF,8.4,,,5.7,,Atl,0.051,,0.494,13.8,5.0,2010
,,0.327,52.0,27,5.4,,,110.2,0.476,,0.804,46.0,0.0,11,11.0,,37.1,105.4,Mo Williams,PG,14.4,,,3.1,,Cle,0.135,,0.537,19.0,8.5,2010
,,0.429,21.0,21,0.8,,,119.9,0.581,,0.75,8.0,0.0,6,6.0,,22.9,118.0,Nicolas Batum,SF,8.2,,,3.2,,Por,0.09,,0.605,15.3,3.9,2010
,,0.0,1.0,29,0.3,,,103.6,0.333,,0.429,7.0,0.0,6,0.0,,21.3,84.5,Nick Collison,C,3.2,,,4.7,,Okc,0.129,,0.351,11.1,3.1,2010
,,0.0,0.0,27,2.2,,,115.6,0.621,,0.583,36.0,1.0,5,5.0,,33.6,131.8,Nene Hilario,C,11.4,,,5.8,,Den,0.082,,0.636,13.0,7.5,2010
,,0.0,0.0,26,0.7,,,103.1,0.405,,0.929,14.0,0.0,6,6.0,,21.3,109.2,Nenad Krstic,C,7.2,,,5.8,,Okc,0.104,,0.498,17.3,4.4,2010
,,0.0,0.0,32,0.5,,,112.9,0.579,,0.667,3.0,0.0,4,0.0,,11.8,121.3,Nazr Mohammed,C,6.0,,,2.0,,Cha,0.047,,0.591,22.7,2.3,2010
,,0.0,3.0,29,3.5,,,107.7,0.539,,0.759,158.0,0.0,23,23.0,,39.5,114.9,Pau Gasol,PF,19.6,,,11.1,,Lal,0.105,,0.599,21.3,11.5,2010
,,0.0,2.0,24,2.2,,,112.6,0.574,,0.69,58.0,0.0,10,0.0,,32.1,123.8,Paul Millsap,PF,18.0,,,8.8,,Uta,0.081,,0.61,22.3,8.5,2010
,,0.392,102.0,32,3.4,,,103.1,0.497,,0.824,142.0,0.0,24,24.0,,38.5,97.2,Paul Pierce,SF,18.8,,,6.0,,Bos,0.138,,0.566,23.6,9.2,2010
,,0.409,22.0,29,1.6,,,104.9,0.5,,0.8,5.0,0.0,5,5.0,,29.5,102.8,Quentin Richardson,SF,9.8,,,3.8,,Mia,0.096,,0.519,17.0,5.6,2010
,,0.386,145.0,34,2.6,,,106.3,0.523,,0.863,80.0,0.0,24,24.0,,38.4,100.8,Ray Allen,SG,16.1,,,3.3,,Bos,0.096,,0.57,19.3,6.9,2010
,,0.286,14.0,21,0.3,,,96.0,0.379,,1.0,1.0,5.0,9,0.0,,9.8,83.1,Ryan Anderson,SF,2.6,,,3.4,,Orl,0.145,,0.391,19.1,2.2,2010
,,0.291,117.0,30,2.1,,,110.3,0.465,,0.579,38.0,0.0,23,23.0,,36.3,92.0,Ron Artest,SF,11.2,,,4.0,,Lal,0.085,,0.477,16.4,6.7,2010
,,0.308,13.0,25,5.0,,,118.1,0.452,,0.75,12.0,0.0,4,4.0,,32.2,106.6,Raymond Felton,PG,11.8,,,2.5,,Cha,0.113,,0.497,20.7,7.4,2010
,,0.478,23.0,24,1.3,,,122.3,0.648,,0.75,8.0,0.0,6,3.0,,19.7,122.7,Rudy Fernandez,SG,6.8,,,1.7,,Por,0.141,,0.672,14.2,3.5,2010
,,0.2,5.0,29,1.8,,,110.3,0.493,,0.758,33.0,0.0,10,10.0,,33.2,103.7,Richard Jefferson,SF,9.4,,,5.3,,San,0.151,,0.556,13.8,6.8,2010
,,0.373,75.0,30,2.3,,,100.1,0.559,,0.8,25.0,0.0,14,14.0,,36.4,107.7,Rashard Levis,SF,12.9,,,5.6,,Orl,0.14,,0.584,17.1,7.8,2010
,,0.0,0.0,21,0.0,,,113.8,0.543,,1.0,9.0,10.0,6,6.0,,17.0,121.4,Robin Lopez,C,7.8,,,4.0,,Pho,0.071,,0.603,18.9,0.0,2010
,,0.143,7.0,29,0.3,,,113.5,0.125,,0.0,0.0,4.0,6,0.0,,10.0,30.9,Roger Mason Jr.,SG,0.5,,,0.7,,San,0.143,,0.125,10.8,1.3,2010
,,0.333,12.0,30,2.0,,,118.1,0.459,,1.0,8.0,0.0,5,0.0,,19.3,119.4,Ronald Murray,PG,8.4,,,2.6,,Chi,0.024,,0.518,20.0,4.6,2010
,,0.286,7.0,26,1.4,,,116.5,0.333,,0.5,8.0,0.0,10,0.0,,8.8,97.5,Ronnie Price,PG,2.0,,,1.0,,Uta,0.068,,0.363,14.9,2.3,2010
,,0.375,24.0,23,9.3,,,102.7,0.477,,0.596,114.0,0.0,24,24.0,,40.4,97.6,Rajon Rondo,PG,15.8,,,5.6,,Bos,0.161,,0.504,21.8,12.8,2010
,,0.345,55.0,35,0.4,,,100.7,0.492,,0.828,29.0,0.0,24,1.0,,16.9,95.7,Rasheed Wallace,C,6.1,,,3.0,,Bos,0.061,,0.534,17.1,2.7,2010
,,0.417,12.0,21,6.0,,,103.3,0.5,,0.842,38.0,0.0,6,6.0,,35.2,117.8,Russell Westbrook,PG,20.5,,,6.0,,Okc,0.115,,0.571,26.4,10.8,2010
,,0.281,32.0,24,0.9,,,111.1,0.431,,0.714,28.0,0.0,23,0.0,,13.9,87.5,Shannon Brown,SG,4.9,,,1.3,,Lal,0.098,,0.47,19.3,2.5,2010
,,0.0,0.0,20,0.3,,,101.2,0.571,,0.7,10.0,0.0,6,0.0,,25.3,114.5,Serge Ibaka,PF,7.8,,,6.5,,Okc,0.132,,0.596,13.7,3.7,2010
,,0.167,18.0,31,3.8,,,113.9,0.381,,0.808,26.0,0.0,4,4.0,,38.7,88.4,Stephen Jackson,SF,18.0,,,5.0,,Cha,0.178,,0.459,30.9,9.0,2010
,,0.0,4.0,31,1.0,,,108.7,0.407,,0.8,5.0,0.0,6,6.0,,24.6,87.3,Shawn Marion,SF,8.7,,,4.2,,Dal,0.116,,0.425,22.2,4.7,2010
,,0.38,50.0,35,10.1,,,116.9,0.568,,0.893,75.0,0.0,16,16.0,,33.4,115.2,Steve Nash,PG,17.8,,,3.3,,Pho,0.211,,0.634,24.4,10.4,2010
,,0.0,0.0,37,1.4,,,105.2,0.516,,0.66,47.0,0.0,11,11.0,,21.9,100.4,Shaquille O'Neal,C,11.5,,,5.5,,Cle,0.174,,0.559,26.1,5.5,2010
,,0.0,5.0,27,0.7,,,99.3,0.48,,0.778,36.0,0.0,24,0.0,,16.1,89.5,Tony Allen,SG,5.1,,,1.7,,Bos,0.168,,0.536,16.7,2.7,2010
,,0.0,0.0,27,0.5,,,108.5,0.545,,0.667,3.0,0.0,4,0.0,,14.8,94.5,Tyson Chandler,C,3.5,,,2.5,,Cha,0.245,,0.568,13.8,2.6,2010
,,0.5,2.0,33,2.6,,,106.5,0.523,,0.478,69.0,0.0,10,10.0,,37.1,102.4,Tim Duncan,PF,19.0,,,9.9,,San,0.117,,0.527,25.4,9.8,2010
,,0.0,0.0,24,0.6,,,115.0,0.421,,0.545,11.0,0.0,5,5.0,,28.8,100.9,Taj Gibson,PF,7.6,,,7.0,,Chi,0.045,,0.444,14.5,4.9,2010
,,0.4,10.0,22,2.7,,,116.3,0.486,,0.684,19.0,0.0,6,0.0,,19.5,109.2,Ty Lawson,PG,7.8,,,1.3,,Den,0.156,,0.542,19.7,4.1,2010
,,0.667,3.0,27,5.4,,,113.0,0.481,,0.595,42.0,0.0,10,2.0,,33.4,101.1,Tony Parker,PG,17.3,,,3.8,,San,0.113,,0.502,26.9,8.8,2010
,,0.0,0.0,36,0.3,,,112.6,0.375,,0.5,2.0,0.0,4,4.0,,11.6,70.0,Theo Ratliff,C,1.8,,,0.8,,Cha,0.184,,0.394,11.8,1.4,2010
,,0.231,13.0,25,1.2,,,101.8,0.352,,0.889,9.0,0.0,6,6.0,,21.0,101.6,Thabo Sefolosha,SG,4.5,,,3.0,,Okc,0.061,,0.436,12.0,4.2,2010
,,0.0,0.0,23,0.5,,,106.4,0.625,,0.833,6.0,0.0,4,0.0,,16.8,118.6,Tyrus Thomas,PF,8.8,,,5.5,,Cha,0.131,,0.657,22.9,3.6,2010
,,0.0,0.0,29,0.8,,,108.5,0.351,,0.667,6.0,0.0,5,0.0,,28.1,83.7,Udonis Haslem,PF,6.0,,,7.4,,Mia,0.112,,0.378,15.3,5.5,2010
,,0.235,51.0,33,2.3,,,102.0,0.435,,0.826,69.0,0.0,14,14.0,,34.0,101.0,Vince Carter,SG,15.5,,,4.2,,Orl,0.093,,0.506,24.2,6.9,2010
,,0.357,42.0,23,1.7,,,115.2,0.46,,0.813,48.0,0.0,10,10.0,,36.9,105.7,Wesley Matthews,SG,13.2,,,4.4,,Uta,0.109,,0.54,16.6,6.5,2010
,,0.0,0.0,34,0.4,,,106.5,0.385,,0.667,3.0,4.0,7,0.0,,9.6,108.0,Zydrunas Ilgauskas,C,1.7,,,1.6,,Cle,0.065,,0.419,10.3,1.8,2010
,,0.0,0.0,25,0.3,,,112.3,0.514,,0.625,24.0,0.0,11,0.0,,14.5,106.4,Zaza Pachulia,C,4.6,,,3.5,,Atl,0.165,,0.56,16.6,2.5,2010
,,0.2,,23,,0.3,,,,0.476,0.6,,0.0,4,,16.4,,,A.Afflalo,SG,,6.3,0.8,,,Det,10.9,,0.543,20.3,,2009
,,0.422,,24,,3.4,,,,0.453,0.804,,0.0,13,,33.9,,,A.Brooks,PG,,16.8,2.6,,,Hou,11.0,,0.574,24.2,,2009
,,,,21,,0.4,,,,0.457,0.651,,0.0,23,,17.2,,,A.Bynum,C,,6.3,3.7,,,Lal,10.9,,0.497,19.2,,2009
,,0.167,,33,,2.1,,,,0.408,0.5,,0.0,16,,14.1,,,A.Carter,PG,,2.8,2.0,,,Den,11.5,,0.441,12.5,,2009
,,0.25,,33,,1.8,,,,0.154,0.818,,0.0,5,,12.7,,,A.Daniels,PG,,2.8,0.6,,,Nor,15.7,,0.392,17.3,,2009
,,0.0,,22,,2.0,,,,0.424,0.667,,2.0,9,,27.8,,,A.Horford,C,,6.9,5.8,,,Atl,4.5,,0.464,14.3,,2009
,,0.393,,25,,6.7,,,,0.449,0.652,,0.0,6,,44.6,,,A.Iguodala,SF,,21.5,6.3,,,Phi,13.2,,0.546,26.1,,2009
,,0.3,,34,,2.1,,,,0.376,0.5,,5.0,19,,14.5,,,A.Johnson,PG,,4.3,1.4,,,Orl,8.3,,0.44,18.5,,2009
,,0.2,,27,,2.0,,,,0.468,0.714,,0.0,5,,27.1,,,A.Kirilenko,SF,,11.0,2.8,,,Uta,7.3,,0.517,19.0,,2009
,,,,34,,0.5,,,,0.523,1.0,,0.0,4,,33.9,,,A.McDyess,PF,,13.0,8.5,,,Det,9.3,,0.557,19.4,,2009
,,0.3,,32,,5.3,,,,0.475,0.824,,0.0,6,,42.8,,,A.Miller,PG,,21.2,6.3,,,Phi,11.4,,0.548,25.8,,2009
,,,,26,,0.6,,,,0.5,0.682,,0.0,14,,29.8,,,A.Varejao,C,,6.9,6.4,,,Cle,13.0,,0.527,12.5,,2009
,,0.381,,24,,1.0,,,,0.488,0.818,,0.0,10,,16.4,,,A.Wright,SG,,5.9,1.3,,,Dal,6.5,,0.617,15.1,,2009
,,,,23,,0.7,,,,0.55,0.903,,0.0,10,,18.9,,,B.Bass,PF,,9.4,4.1,,,Dal,4.7,,0.638,19.6,,2009
,,0.556,,37,,0.6,,,,0.538,1.0,,0.0,5,,25.7,,,B.Bowen,SF,,4.2,3.0,,,San,15.1,,0.756,6.5,,2009
,,0.37,,25,,3.0,,,,0.388,0.875,,0.0,7,,43.3,,,B.Gordon,SG,,24.3,2.9,,,Chi,4.3,,0.536,25.2,,2009
,,0.714,,32,,1.3,,,,0.471,0.792,,0.0,7,,26.3,,,B.Miller,C,,10.3,7.9,,,Chi,22.9,,0.586,20.6,,2009
,,0.471,,24,,2.8,,,,0.459,0.87,,0.0,6,,39.4,,,B.Roy,SG,,26.7,4.8,,,Por,7.6,,0.563,33.6,,2009
,,0.448,,30,,1.0,,,,0.423,1.0,,2.0,12,,20.2,,,B.Scalabrine,PF,,5.1,2.2,,,Bos,7.1,,0.569,11.3,,2009
,,,,34,,0.3,,,,0.615,0.0,,0.0,14,,12.4,,,B.Wallace,PF,,1.1,2.7,,,Cle,13.1,,0.492,5.2,,2009
,,0.0,,30,,0.6,,,,0.63,0.659,,1.0,15,,21.6,,,C.Andersen,C,,6.5,6.3,,,Den,8.9,,0.665,11.5,,2009
,,0.364,,24,,4.1,,,,0.453,0.826,,0.0,16,,36.5,,,C.Anthony,SF,,27.2,5.8,,,Den,7.6,,0.565,33.1,,2009
,,0.468,,32,,6.8,,,,0.457,0.906,,0.0,16,,37.0,,,C.Billups,PG,,20.6,3.8,,,Den,8.0,,0.663,21.6,,2009
,,,,27,,2.2,,,,0.528,0.771,,0.0,5,,36.9,,,C.Boozer,PF,,20.6,13.2,,,Uta,13.2,,0.589,24.6,,2009
,,0.0,,25,,0.8,,,,0.476,,,0.0,13,,13.2,,,C.Hayes,PF,,1.5,3.0,,,Hou,11.3,,0.464,7.1,,2009
,,0.0,,25,,0.2,,,,0.557,0.576,,0.0,13,,18.2,,,C.Landry,PF,,7.5,3.9,,,Hou,13.8,,0.577,20.2,,2009
,,0.273,,23,,1.3,,,,0.435,0.885,,3.0,21,,26.0,,,C.Lee,SG,,8.0,1.9,,,Orl,9.4,,0.508,16.5,,2009
,,0.313,,23,,10.4,,,,0.411,0.857,,0.0,5,,40.0,,,C.Paul,PG,,16.6,4.4,,,Nor,15.2,,0.505,25.6,,2009
,,0.3,,21,,0.6,,,,0.31,1.0,,0.0,7,,22.8,,,D.Cook,SG,,5.3,2.4,,,Mia,11.3,,0.433,16.0,,2009
,,0.284,,34,,2.2,,,,0.394,0.861,,1.0,22,,27.6,,,D.Fisher,PG,,8.0,2.0,,,Lal,9.7,,0.5,15.2,,2009
,,0.357,,22,,0.4,,,,0.325,1.0,,0.0,14,,12.1,,,D.Gibson,SG,,3.4,0.5,,,Cle,12.2,,0.531,14.9,,2009
,,0.0,,27,,0.3,,,,0.333,1.0,,1.0,4,,17.4,,,D.Gooden,PF,,7.3,3.8,,,San,7.4,,0.405,27.9,,2009
,,0.0,,23,,1.9,,,,0.601,0.636,,1.0,23,,39.1,,,D.Howard,C,,20.3,15.3,,,Orl,14.0,,0.634,23.5,,2009
,,0.25,,28,,0.6,,,,0.481,0.767,,0.0,16,,17.3,,,D.Jones,SG,,7.0,2.4,,,Den,10.8,,0.572,18.3,,2009
,,0.286,,30,,3.1,,,,0.518,0.925,,0.0,10,,39.1,,,D.Nowitzki,PF,,26.8,10.1,,,Dal,8.7,,0.635,28.6,,2009
,,0.0,,20,,6.4,,,,0.492,0.8,,0.0,7,,44.6,,,D.Rose,PG,,19.7,6.3,,,Chi,16.6,,0.526,24.4,,2009
,,0.36,,27,,5.3,,,,0.439,0.862,,0.0,7,,40.6,,,D.Wade,SG,,29.1,5.0,,,Mia,10.3,,0.564,37.8,,2009
,,0.333,,25,,4.1,,,,0.465,0.833,,0.0,14,,42.0,,,D.West,PG,,13.8,3.5,,,Cle,12.7,,0.55,17.4,,2009
,,,,28,,1.2,,,,0.4,0.897,,0.0,5,,35.5,,,D.West,PF,,18.0,7.4,,,Nor,12.4,,0.485,29.0,,2009
,,0.36,,24,,10.8,,,,0.414,0.829,,0.0,5,,42.0,,,D.Williams,PG,,20.2,3.8,,,Uta,12.9,,0.574,23.0,,2009
,,,,33,,0.7,,,,0.611,0.619,,0.0,10,,25.2,,,E.Dampier,C,,5.7,6.1,,,Dal,26.7,,0.63,12.2,,2009
,,0.486,,30,,0.9,,,,0.519,0.909,,0.0,14,,16.4,,,E.House,SG,,7.7,1.4,,,Bos,6.0,,0.659,17.9,,2009
,,,,23,,1.8,,,,0.491,0.71,,0.0,14,,36.2,,,G.Davis,C,,15.8,5.6,,,Bos,8.0,,0.539,20.8,,2009
,,0.375,,22,,0.5,,,,0.333,0.857,,1.0,4,,18.8,,,G.Hill,SG,,5.8,2.0,,,San,7.1,,0.482,17.3,,2009
,,,,21,,0.0,,,,0.524,0.667,,0.0,6,,15.8,,,G.Oden,C,,5.0,4.3,,,Por,23.3,,0.571,18.5,,2009
,,,,24,,0.3,,,,0.462,0.3,,1.0,4,,13.1,,,H.Armstrong,C,,3.8,2.0,,,Nor,24.4,,0.437,21.5,,2009
,,0.386,,29,,4.8,,,,0.427,0.817,,0.0,24,,38.7,,,H.Turkoglu,SF,,15.8,4.5,,,Orl,12.2,,0.549,21.4,,2009
,,0.125,,31,,0.8,,,,0.35,0.4,,0.0,5,,20.8,,,I.Udoka,SG,,3.4,4.6,,,San,7.1,,0.383,11.6,,2009
,,,,26,,0.3,,,,0.8,1.0,,1.0,6,,14.5,,,J.Anthony,C,,1.7,3.2,,,Mia,11.5,,0.867,4.1,,2009
,,0.313,,24,,3.4,,,,0.437,0.692,,0.0,10,,21.9,,,J.Barea,PG,,7.6,2.0,,,Dal,5.1,,0.495,18.1,,2009
,,0.308,,22,,1.7,,,,0.391,0.737,,3.0,20,,12.8,,,J.Farmar,PG,,4.7,1.4,,,Lal,12.2,,0.493,20.4,,2009
,,0.25,,28,,1.3,,,,0.438,0.776,,0.0,10,,29.2,,,J.Howard,SF,,15.8,5.1,,,Dal,11.4,,0.528,27.9,,2009
,,0.353,,27,,3.5,,,,0.417,0.622,,0.0,11,,38.8,,,J.Johnson,SG,,16.4,4.5,,,Atl,12.4,,0.48,25.9,,2009
,,0.5,,28,,0.7,,,,0.531,0.917,,0.0,7,,33.3,,,J.Jones,SG,,9.6,2.3,,,Mia,7.8,,0.789,10.4,,2009
,,0.447,,35,,5.9,,,,0.458,0.85,,0.0,10,,38.4,,,J.Kidd,PG,,11.4,5.8,,,Dal,11.7,,0.621,13.9,,2009
,,,,25,,0.5,,,,0.5,0.556,,0.0,4,,15.8,,,J.Maxiell,PF,,3.8,3.3,,,Det,5.9,,0.544,12.0,,2009
,,1.0,,25,,0.3,,,,1.0,0.0,,4.0,3,,13.2,,,J.Moon,PF,,4.0,3.0,,,Mia,22.8,,1.02,10.4,,2009
,,0.167,,26,,2.8,,,,0.348,0.5,,19.0,5,,17.7,,,J.Nelson,PG,,3.8,1.4,,,Orl,15.3,,0.384,17.4,,2009
,,,,23,,2.3,,,,0.51,0.76,,0.0,7,,38.4,,,J.Noah,C,,10.1,13.1,,,Chi,9.3,,0.57,12.0,,2009
,,,,30,,1.4,,,,0.565,0.767,,2.0,5,,27.8,,,J.ONeal,C,,15.0,5.0,,,Mia,9.6,,0.633,24.9,,2009
,,0.263,,32,,0.6,,,,0.375,0.846,,0.0,5,,24.2,,,J.Posey,SF,,11.4,6.2,,,Nor,15.5,,0.554,24.5,,2009
,,,,29,,1.3,,,,0.556,0.5,,0.0,6,,26.9,,,J.Przybilla,C,,3.8,7.3,,,Por,9.5,,0.552,7.5,,2009
,,0.404,,24,,1.9,,,,0.373,0.929,,8.0,16,,20.2,,,J.Redick,SG,,6.0,1.2,,,Orl,5.5,,0.538,14.5,,2009
,,0.316,,29,,2.3,,,,0.402,0.853,,0.0,7,,44.5,,,J.Salmons,SF,,18.1,4.4,,,Chi,8.0,,0.519,19.7,,2009
,,0.133,,23,,2.2,,,,0.421,0.732,,0.0,11,,37.2,,,J.Smith,PF,,17.1,7.5,,,Atl,8.9,,0.494,26.0,,2009
,,0.6,,33,,0.2,,,,0.46,0.793,,1.0,13,,16.6,,,J.Smith,PF,,5.5,3.7,,,Cle,9.7,,0.57,15.8,,2009
,,0.358,,23,,2.8,,,,0.454,0.543,,0.0,16,,25.5,,,J.Smith,SG,,14.9,3.3,,,Den,9.1,,0.556,27.0,,2009
,,0.373,,31,,1.9,,,,0.389,0.767,,0.0,10,,32.3,,,J.Terry,SG,,14.3,2.8,,,Dal,9.2,,0.514,23.0,,2009
,,,,26,,0.0,,,,0.375,0.75,,1.0,3,,15.8,,,K.Brown,C,,3.0,5.0,,,Det,23.5,,0.461,13.7,,2009
,,0.349,,30,,5.5,,,,0.457,0.883,,0.0,23,,39.6,,,K.Bryant,SG,,30.2,5.3,,,Lal,7.4,,0.563,34.2,,2009
,,0.433,,28,,2.9,,,,0.468,0.68,,0.0,7,,29.9,,,K.Hinrich,PG,,12.6,2.7,,,Chi,7.9,,0.604,17.8,,2009
,,0.462,,27,,2.6,,,,0.391,0.714,,0.0,5,,27.1,,,K.Korver,SG,,10.6,2.2,,,Uta,3.1,,0.54,16.7,,2009
,,0.25,,22,,2.5,,,,0.333,0.742,,0.0,13,,19.2,,,K.Lowry,PG,,5.3,2.9,,,Hou,13.5,,0.45,18.2,,2009
,,0.2,,31,,2.1,,,,0.497,0.657,,0.0,16,,31.9,,,K.Martin,PF,,10.9,5.9,,,Den,11.5,,0.524,17.3,,2009
,,0.0,,24,,1.4,,,,0.575,0.667,,0.0,14,,36.4,,,K.Perkins,C,,11.9,11.6,,,Bos,17.1,,0.594,15.9,,2009
,,,,36,,0.4,,,,0.455,0.75,,0.0,5,,15.8,,,K.Thomas,C,,2.6,4.6,,,San,21.3,,0.509,10.6,,2009
,,0.25,,23,,1.3,,,,0.49,0.7,,0.0,6,,39.3,,,L.Aldridge,PF,,19.5,7.5,,,Por,7.7,,0.519,26.6,,2009
,,0.333,,24,,7.3,,,,0.51,0.749,,0.0,14,,41.2,,,L.James,SF,,35.3,9.1,,,Cle,7.0,,0.618,37.0,,2009
,,0.425,,24,,0.5,,,,0.47,0.75,,2.0,14,,14.8,,,L.Kleiza,SF,,6.9,3.2,,,Den,2.3,,0.631,17.4,,2009
,,0.514,,29,,1.8,,,,0.524,0.613,,0.0,23,,30.7,,,L.Odom,SF,,12.3,9.1,,,Lal,12.1,,0.586,18.3,,2009
,,,,28,,1.8,,,,0.494,0.673,,0.0,13,,32.5,,,L.Scola,PF,,14.4,8.4,,,Hou,9.9,,0.527,22.9,,2009
,,0.313,,28,,2.1,,,,0.427,0.611,,2.0,21,,14.5,,,L.Walton,SF,,3.8,2.5,,,Lal,13.6,,0.481,15.6,,2009
,,0.375,,22,,2.8,,,,0.412,0.667,,0.0,6,,24.6,,,L.Williams,SG,,9.7,2.5,,,Phi,13.9,,0.505,23.2,,2009
,,0.308,,20,,1.0,,,,0.386,0.765,,0.0,7,,25.3,,,M.Beasley,PF,,12.1,7.3,,,Mia,9.7,,0.444,31.4,,2009
,,0.542,,30,,4.2,,,,0.462,0.955,,0.0,11,,35.2,,,M.Bibby,PG,,13.2,3.4,,,Atl,12.9,,0.628,18.2,,2009
,,0.231,,28,,0.0,,,,0.217,1.0,,0.0,5,,19.7,,,M.Bonner,PF,,3.0,3.2,,,San,7.7,,0.314,13.1,,2009
,,0.286,,22,,4.4,,,,0.4,0.714,,0.0,7,,32.8,,,M.Chalmers,PG,,7.3,2.7,,,Mia,16.9,,0.481,15.9,,2009
